Timestamp,Frequency,Amplitude,Note
2025-01-21T16:43:31.970076,639.0,-97.57127425152754,D#5 (639Hz)
2025-01-21T16:43:31.970089,741.0,-98.96434970159413,F#5 (741Hz)
2025-01-21T16:43:31.970103,852.0,-103.34374573062767,G#5 (852Hz)
2025-01-21T16:43:31.970117,963.0,-103.5907861007508,B5 (963Hz)
2025-01-21T16:43:32.515670,196.0,-83.57635612416897,G3
2025-01-21T16:43:32.515711,440.0,-75.98963565664025,A4
2025-01-21T16:43:32.515727,466.16,-82.96628984744834,A#4
2025-01-21T16:43:32.515743,261.63,-79.72286479701292,C4
2025-01-21T16:43:32.515757,174.0,-71.77593936573737,F3 (174Hz)
2025-01-21T16:43:32.515770,285.0,-84.39740277190839,C#4 (285Hz)
2025-01-21T16:43:32.515783,396.0,-86.75804253923286,G4 (396Hz)
2025-01-21T16:43:32.515796,417.0,-89.94287628194725,G#4 (417Hz)
2025-01-21T16:43:32.515809,432.0,-79.83410967696801,A4 (432Hz)
2025-01-21T16:43:32.515822,528.0,-80.29965748871962,C5 (528Hz)
2025-01-21T16:43:32.515834,639.0,-87.83603866539634,D#5 (639Hz)
2025-01-21T16:43:32.515847,741.0,-90.09225609287822,F#5 (741Hz)
2025-01-21T16:43:32.515876,852.0,-93.1746109200491,G#5 (852Hz)
2025-01-21T16:43:32.515912,963.0,-87.54344250139647,B5 (963Hz)
2025-01-21T16:43:33.227062,196.0,-72.52171749384503,G3
2025-01-21T16:43:33.227127,440.0,-78.15597436506403,A4
2025-01-21T16:43:33.227161,466.16,-76.35847383885147,A#4
2025-01-21T16:43:33.227194,261.63,-79.51674341443311,C4
2025-01-21T16:43:33.227224,174.0,-69.71088715975554,F3 (174Hz)
2025-01-21T16:43:33.227254,285.0,-77.77294489491129,C#4 (285Hz)
2025-01-21T16:43:33.227286,396.0,-76.64358997057013,G4 (396Hz)
2025-01-21T16:43:33.227318,417.0,-81.56739855961688,G#4 (417Hz)
2025-01-21T16:43:33.227354,432.0,-79.70916164049429,A4 (432Hz)
2025-01-21T16:43:33.227375,528.0,-76.7702266224933,C5 (528Hz)
2025-01-21T16:43:33.227389,639.0,-73.30047687533802,D#5 (639Hz)
2025-01-21T16:43:33.227403,741.0,-75.50771634174802,F#5 (741Hz)
2025-01-21T16:43:33.227417,852.0,-82.54672925013341,G#5 (852Hz)
2025-01-21T16:43:33.227438,963.0,-87.82898825795695,B5 (963Hz)
2025-01-21T16:43:33.905174,196.0,-59.26084861900507,G3
2025-01-21T16:43:33.905239,440.0,-73.00301609104989,A4
2025-01-21T16:43:33.905276,466.16,-71.42823943493424,A#4
2025-01-21T16:43:33.905316,261.63,-69.69689305779391,C4
2025-01-21T16:43:33.905357,174.0,-66.13739400234867,F3 (174Hz)
2025-01-21T16:43:33.905381,285.0,-68.53779485192308,C#4 (285Hz)
2025-01-21T16:43:33.905396,396.0,-70.08207746441455,G4 (396Hz)
2025-01-21T16:43:33.905410,417.0,-69.11034115991161,G#4 (417Hz)
2025-01-21T16:43:33.905427,432.0,-72.08523291772588,A4 (432Hz)
2025-01-21T16:43:33.905451,528.0,-82.93061939571574,C5 (528Hz)
2025-01-21T16:43:33.905468,639.0,-78.25737224876801,D#5 (639Hz)
2025-01-21T16:43:33.905491,741.0,-85.64190723347724,F#5 (741Hz)
2025-01-21T16:43:33.905503,852.0,-77.74062362526371,G#5 (852Hz)
2025-01-21T16:43:33.905515,963.0,-85.21041140550848,B5 (963Hz)
2025-01-21T16:43:34.670404,196.0,-65.75433701289812,G3
2025-01-21T16:43:34.670480,440.0,-75.0915178242583,A4
2025-01-21T16:43:34.670517,466.16,-72.95450783077847,A#4
2025-01-21T16:43:34.670545,261.63,-76.22702379594405,C4
2025-01-21T16:43:34.670570,174.0,-90.29451523510369,F3 (174Hz)
2025-01-21T16:43:34.670595,285.0,-63.39894780731099,C#4 (285Hz)
2025-01-21T16:43:34.670619,396.0,-76.88570247102979,G4 (396Hz)
2025-01-21T16:43:34.670642,417.0,-76.59858897703116,G#4 (417Hz)
2025-01-21T16:43:34.670666,432.0,-71.46375858697712,A4 (432Hz)
2025-01-21T16:43:34.670690,528.0,-77.66476783868518,C5 (528Hz)
2025-01-21T16:43:34.670713,639.0,-80.4403866055469,D#5 (639Hz)
2025-01-21T16:43:34.670735,741.0,-79.99609989322256,F#5 (741Hz)
2025-01-21T16:43:34.670770,852.0,-73.6181678191341,G#5 (852Hz)
2025-01-21T16:43:34.670797,963.0,-81.8734298090031,B5 (963Hz)
2025-01-21T16:43:35.466688,196.0,-59.828518270885255,G3
2025-01-21T16:43:35.466763,440.0,-81.13226183904727,A4
2025-01-21T16:43:35.466792,466.16,-72.95806028527393,A#4
2025-01-21T16:43:35.466819,261.63,-65.76107300074423,C4
2025-01-21T16:43:35.466844,174.0,-74.16758543462689,F3 (174Hz)
2025-01-21T16:43:35.466868,285.0,-68.43298180678572,C#4 (285Hz)
2025-01-21T16:43:35.466892,396.0,-73.0918619817931,G4 (396Hz)
2025-01-21T16:43:35.466916,417.0,-83.17905053770737,G#4 (417Hz)
2025-01-21T16:43:35.466939,432.0,-84.2119675543792,A4 (432Hz)
2025-01-21T16:43:35.466962,528.0,-82.45968364873399,C5 (528Hz)
2025-01-21T16:43:35.466986,639.0,-79.30281724958343,D#5 (639Hz)
2025-01-21T16:43:35.467009,741.0,-85.38197620308512,F#5 (741Hz)
2025-01-21T16:43:35.467037,852.0,-83.65392181906535,G#5 (852Hz)
2025-01-21T16:43:35.467060,963.0,-82.91478168239371,B5 (963Hz)
2025-01-21T16:43:35.989007,196.0,-63.70517031827204,G3
2025-01-21T16:43:35.989040,440.0,-71.05816653226604,A4
2025-01-21T16:43:35.989054,466.16,-73.82208788341288,A#4
2025-01-21T16:43:35.989068,261.63,-65.55489531901357,C4
2025-01-21T16:43:35.989080,174.0,-64.03691915043416,F3 (174Hz)
2025-01-21T16:43:35.989092,285.0,-69.88452587337605,C#4 (285Hz)
2025-01-21T16:43:35.989103,396.0,-76.63715181760308,G4 (396Hz)
2025-01-21T16:43:35.989115,417.0,-80.93686744368532,G#4 (417Hz)
2025-01-21T16:43:35.989129,432.0,-82.24037763813519,A4 (432Hz)
2025-01-21T16:43:35.989142,528.0,-73.10167045614506,C5 (528Hz)
2025-01-21T16:43:35.989153,639.0,-72.31089862089591,D#5 (639Hz)
2025-01-21T16:43:35.989164,741.0,-79.76107682007938,F#5 (741Hz)
2025-01-21T16:43:35.989175,852.0,-77.60319242508635,G#5 (852Hz)
2025-01-21T16:43:35.989186,963.0,-82.40634586833535,B5 (963Hz)
2025-01-21T16:43:36.367061,196.0,-67.34420646126979,G3
2025-01-21T16:43:36.367103,440.0,-67.9982919911443,A4
2025-01-21T16:43:36.367116,466.16,-70.02071903801738,A#4
2025-01-21T16:43:36.367129,261.63,-71.97951412952548,C4
2025-01-21T16:43:36.367140,174.0,-68.5264008249041,F3 (174Hz)
2025-01-21T16:43:36.367150,285.0,-78.18037732546875,C#4 (285Hz)
2025-01-21T16:43:36.367160,396.0,-76.8485234845684,G4 (396Hz)
2025-01-21T16:43:36.367170,417.0,-69.00954554683696,G#4 (417Hz)
2025-01-21T16:43:36.367180,432.0,-69.6848767089787,A4 (432Hz)
2025-01-21T16:43:36.367196,528.0,-71.67503392668101,C5 (528Hz)
2025-01-21T16:43:36.367207,639.0,-81.0976132888299,D#5 (639Hz)
2025-01-21T16:43:36.367216,741.0,-78.00068858938961,F#5 (741Hz)
2025-01-21T16:43:36.367226,852.0,-75.77903300420707,G#5 (852Hz)
2025-01-21T16:43:36.367236,963.0,-81.79774497231634,B5 (963Hz)
2025-01-21T16:43:36.858884,196.0,-71.80488391689136,G3
2025-01-21T16:43:36.858945,440.0,-68.09123765494797,A4
2025-01-21T16:43:36.858977,466.16,-90.93953703754826,A#4
2025-01-21T16:43:36.859005,261.63,-70.27557605371852,C4
2025-01-21T16:43:36.859030,174.0,-71.55250750058953,F3 (174Hz)
2025-01-21T16:43:36.859056,285.0,-65.72101583671902,C#4 (285Hz)
2025-01-21T16:43:36.859095,396.0,-84.30481221086401,G4 (396Hz)
2025-01-21T16:43:36.859117,417.0,-81.26256067845672,G#4 (417Hz)
2025-01-21T16:43:36.859131,432.0,-72.70378909340455,A4 (432Hz)
2025-01-21T16:43:36.859144,528.0,-78.13478662707121,C5 (528Hz)
2025-01-21T16:43:36.859169,639.0,-80.18556037024864,D#5 (639Hz)
2025-01-21T16:43:36.859188,741.0,-83.01063987369497,F#5 (741Hz)
2025-01-21T16:43:36.859200,852.0,-75.60058088292702,G#5 (852Hz)
2025-01-21T16:43:36.859212,963.0,-81.43058926254659,B5 (963Hz)
2025-01-21T16:43:37.682094,196.0,-62.51072446633061,G3
2025-01-21T16:43:37.682136,440.0,-71.04393657556246,A4
2025-01-21T16:43:37.682152,466.16,-71.07734465164502,A#4
2025-01-21T16:43:37.682167,261.63,-72.62226844631556,C4
2025-01-21T16:43:37.682180,174.0,-66.89916942310353,F3 (174Hz)
2025-01-21T16:43:37.682191,285.0,-81.9486726442028,C#4 (285Hz)
2025-01-21T16:43:37.682204,396.0,-76.84817189596357,G4 (396Hz)
2025-01-21T16:43:37.682215,417.0,-73.53262572987552,G#4 (417Hz)
2025-01-21T16:43:37.682227,432.0,-77.76905892604952,A4 (432Hz)
2025-01-21T16:43:37.682238,528.0,-74.60661776858234,C5 (528Hz)
2025-01-21T16:43:37.682250,639.0,-73.93899405493785,D#5 (639Hz)
2025-01-21T16:43:37.682261,741.0,-84.2929239219905,F#5 (741Hz)
2025-01-21T16:43:37.682273,852.0,-78.78913526744637,G#5 (852Hz)
2025-01-21T16:43:37.682284,963.0,-82.68240195779386,B5 (963Hz)
2025-01-21T16:43:38.609472,196.0,-74.03097682071105,G3
2025-01-21T16:43:38.609527,440.0,-81.24427704352387,A4
2025-01-21T16:43:38.609555,466.16,-75.08993875755961,A#4
2025-01-21T16:43:38.609582,261.63,-73.48551111639651,C4
2025-01-21T16:43:38.609607,174.0,-68.28998233970582,F3 (174Hz)
2025-01-21T16:43:38.609633,285.0,-71.58505590202942,C#4 (285Hz)
2025-01-21T16:43:38.609658,396.0,-81.76769368737182,G4 (396Hz)
2025-01-21T16:43:38.609681,417.0,-76.03075446112842,G#4 (417Hz)
2025-01-21T16:43:38.609706,432.0,-82.45204318243901,A4 (432Hz)
2025-01-21T16:43:38.609730,528.0,-70.341129307274,C5 (528Hz)
2025-01-21T16:43:38.609754,639.0,-89.06305331932154,D#5 (639Hz)
2025-01-21T16:43:38.609777,741.0,-89.12401587955432,F#5 (741Hz)
2025-01-21T16:43:38.609801,852.0,-74.96602350608609,G#5 (852Hz)
2025-01-21T16:43:38.609825,963.0,-80.02742969793712,B5 (963Hz)
2025-01-21T16:43:39.362213,196.0,-63.012800186443336,G3
2025-01-21T16:43:39.362274,440.0,-74.6654286810258,A4
2025-01-21T16:43:39.362303,466.16,-103.57652347251594,A#4
2025-01-21T16:43:39.362331,261.63,-65.83472380464953,C4
2025-01-21T16:43:39.362356,174.0,-63.67701921517838,F3 (174Hz)
2025-01-21T16:43:39.362380,285.0,-69.32746399231556,C#4 (285Hz)
2025-01-21T16:43:39.362405,396.0,-76.69567349345934,G4 (396Hz)
2025-01-21T16:43:39.362429,417.0,-71.190139517344,G#4 (417Hz)
2025-01-21T16:43:39.362452,432.0,-71.25327529839693,A4 (432Hz)
2025-01-21T16:43:39.362475,528.0,-76.5291273091689,C5 (528Hz)
2025-01-21T16:43:39.362498,639.0,-83.87019774994647,D#5 (639Hz)
2025-01-21T16:43:39.362521,741.0,-84.60208505975413,F#5 (741Hz)
2025-01-21T16:43:39.362544,852.0,-79.37118921823757,G#5 (852Hz)
2025-01-21T16:43:39.362567,963.0,-85.16679531305428,B5 (963Hz)
2025-01-21T16:43:40.111566,196.0,-75.46674496008323,G3
2025-01-21T16:43:40.111630,440.0,-83.31867171883913,A4
2025-01-21T16:43:40.111660,466.16,-73.22680200474264,A#4
2025-01-21T16:43:40.111687,261.63,-88.5093064914642,C4
2025-01-21T16:43:40.111711,174.0,-60.64757482051215,F3 (174Hz)
2025-01-21T16:43:40.111734,285.0,-73.66635936285792,C#4 (285Hz)
2025-01-21T16:43:40.111757,396.0,-77.26388304085037,G4 (396Hz)
2025-01-21T16:43:40.111780,417.0,-75.34466591252082,G#4 (417Hz)
2025-01-21T16:43:40.111803,432.0,-76.59737795075048,A4 (432Hz)
2025-01-21T16:43:40.111826,528.0,-69.33192952208402,C5 (528Hz)
2025-01-21T16:43:40.111848,639.0,-74.35379920992114,D#5 (639Hz)
2025-01-21T16:43:40.111870,741.0,-85.37443658355446,F#5 (741Hz)
2025-01-21T16:43:40.111893,852.0,-86.12808532465874,G#5 (852Hz)
2025-01-21T16:43:40.111916,963.0,-80.56874958369518,B5 (963Hz)
2025-01-21T16:43:40.490582,196.0,-66.03088527557787,G3
2025-01-21T16:43:40.490650,440.0,-72.24767234499073,A4
2025-01-21T16:43:40.490667,466.16,-71.27864849326836,A#4
2025-01-21T16:43:40.490681,261.63,-70.71397413786147,C4
2025-01-21T16:43:40.490694,174.0,-70.40368578920945,F3 (174Hz)
2025-01-21T16:43:40.490708,285.0,-70.2726056361176,C#4 (285Hz)
2025-01-21T16:43:40.490720,396.0,-84.59996958937852,G4 (396Hz)
2025-01-21T16:43:40.490733,417.0,-74.70235927806341,G#4 (417Hz)
2025-01-21T16:43:40.490745,432.0,-77.18082957165095,A4 (432Hz)
2025-01-21T16:43:40.490757,528.0,-76.48444012277602,C5 (528Hz)
2025-01-21T16:43:40.490768,639.0,-90.26695360728739,D#5 (639Hz)
2025-01-21T16:43:40.490780,741.0,-93.99475495632166,F#5 (741Hz)
2025-01-21T16:43:40.490792,852.0,-83.8656681511151,G#5 (852Hz)
2025-01-21T16:43:40.490804,963.0,-79.78502537562142,B5 (963Hz)
2025-01-21T16:43:40.890719,196.0,-63.204402048156936,G3
2025-01-21T16:43:40.890761,440.0,-80.91461599970037,A4
2025-01-21T16:43:40.890775,466.16,-90.12422311708647,A#4
2025-01-21T16:43:40.890790,261.63,-66.78608853655676,C4
2025-01-21T16:43:40.890802,174.0,-74.29403662902006,F3 (174Hz)
2025-01-21T16:43:40.890814,285.0,-74.90393378402077,C#4 (285Hz)
2025-01-21T16:43:40.890827,396.0,-93.22067415765305,G4 (396Hz)
2025-01-21T16:43:40.890839,417.0,-70.66301556861129,G#4 (417Hz)
2025-01-21T16:43:40.890850,432.0,-74.21415481985866,A4 (432Hz)
2025-01-21T16:43:40.890863,528.0,-74.05867287564783,C5 (528Hz)
2025-01-21T16:43:40.890874,639.0,-79.47063571652629,D#5 (639Hz)
2025-01-21T16:43:40.890886,741.0,-90.68279550641434,F#5 (741Hz)
2025-01-21T16:43:40.890898,852.0,-73.76216286000508,G#5 (852Hz)
2025-01-21T16:43:40.890910,963.0,-82.0120463013845,B5 (963Hz)
2025-01-21T16:43:41.324279,196.0,-66.2633116977579,G3
2025-01-21T16:43:41.324357,440.0,-82.67762660078652,A4
2025-01-21T16:43:41.324394,466.16,-84.92193445604043,A#4
2025-01-21T16:43:41.324430,261.63,-68.0714061342397,C4
2025-01-21T16:43:41.324449,174.0,-63.038948567275305,F3 (174Hz)
2025-01-21T16:43:41.324468,285.0,-73.06516943255983,C#4 (285Hz)
2025-01-21T16:43:41.324490,396.0,-73.39396063007113,G4 (396Hz)
2025-01-21T16:43:41.324516,417.0,-74.89285012900795,G#4 (417Hz)
2025-01-21T16:43:41.324531,432.0,-76.14045334119287,A4 (432Hz)
2025-01-21T16:43:41.324546,528.0,-75.15963308743012,C5 (528Hz)
2025-01-21T16:43:41.324563,639.0,-83.89208672804557,D#5 (639Hz)
2025-01-21T16:43:41.324584,741.0,-74.94538864273173,F#5 (741Hz)
2025-01-21T16:43:41.324605,852.0,-81.49012677671351,G#5 (852Hz)
2025-01-21T16:43:41.324619,963.0,-107.01043066830877,B5 (963Hz)
2025-01-21T16:43:42.043570,196.0,-85.55479514735323,G3
2025-01-21T16:43:42.043614,440.0,-74.83224057347215,A4
2025-01-21T16:43:42.043631,466.16,-79.41210100606129,A#4
2025-01-21T16:43:42.043647,261.63,-69.02939619152707,C4
2025-01-21T16:43:42.043661,174.0,-70.40169702012038,F3 (174Hz)
2025-01-21T16:43:42.043675,285.0,-70.29503796047969,C#4 (285Hz)
2025-01-21T16:43:42.043688,396.0,-78.15500304596686,G4 (396Hz)
2025-01-21T16:43:42.043701,417.0,-77.0694721430875,G#4 (417Hz)
2025-01-21T16:43:42.043714,432.0,-80.20598226411914,A4 (432Hz)
2025-01-21T16:43:42.043727,528.0,-77.2625915350854,C5 (528Hz)
2025-01-21T16:43:42.043740,639.0,-77.66988166896367,D#5 (639Hz)
2025-01-21T16:43:42.043752,741.0,-79.26839591070822,F#5 (741Hz)
2025-01-21T16:43:42.043765,852.0,-79.58424037795625,G#5 (852Hz)
2025-01-21T16:43:42.043778,963.0,-82.63898849073789,B5 (963Hz)
2025-01-21T16:43:42.779879,196.0,-67.24998903062276,G3
2025-01-21T16:43:42.779931,440.0,-73.55769059206244,A4
2025-01-21T16:43:42.779957,466.16,-76.24839365496103,A#4
2025-01-21T16:43:42.779990,261.63,-79.25639740397732,C4
2025-01-21T16:43:42.780013,174.0,-70.53838856544661,F3 (174Hz)
2025-01-21T16:43:42.780036,285.0,-73.77781853215735,C#4 (285Hz)
2025-01-21T16:43:42.780058,396.0,-73.52161721333567,G4 (396Hz)
2025-01-21T16:43:42.780080,417.0,-70.98587004718765,G#4 (417Hz)
2025-01-21T16:43:42.780102,432.0,-68.42943900357969,A4 (432Hz)
2025-01-21T16:43:42.780135,528.0,-77.9617186178159,C5 (528Hz)
2025-01-21T16:43:42.780175,639.0,-86.3999881087619,D#5 (639Hz)
2025-01-21T16:43:42.780200,741.0,-77.25398191295301,F#5 (741Hz)
2025-01-21T16:43:42.780222,852.0,-77.33941222311213,G#5 (852Hz)
2025-01-21T16:43:42.780244,963.0,-75.85821633970585,B5 (963Hz)
2025-01-21T16:43:44.021467,196.0,-59.53610991976152,G3
2025-01-21T16:43:44.021530,440.0,-85.9371211652251,A4
2025-01-21T16:43:44.021559,466.16,-95.36264868965374,A#4
2025-01-21T16:43:44.021585,261.63,-78.84764732167473,C4
2025-01-21T16:43:44.021610,174.0,-67.70174601248141,F3 (174Hz)
2025-01-21T16:43:44.021633,285.0,-76.20129780789367,C#4 (285Hz)
2025-01-21T16:43:44.021656,396.0,-76.21625597763055,G4 (396Hz)
2025-01-21T16:43:44.021679,417.0,-70.53542153248914,G#4 (417Hz)
2025-01-21T16:43:44.021701,432.0,-78.72358070408075,A4 (432Hz)
2025-01-21T16:43:44.021724,528.0,-75.17833330878041,C5 (528Hz)
2025-01-21T16:43:44.021747,639.0,-78.6381635160333,D#5 (639Hz)
2025-01-21T16:43:44.021769,741.0,-87.1555578348662,F#5 (741Hz)
2025-01-21T16:43:44.021791,852.0,-87.51736566917066,G#5 (852Hz)
2025-01-21T16:43:44.021814,963.0,-78.06164588486659,B5 (963Hz)
2025-01-21T16:43:44.694089,196.0,-61.33902106660266,G3
2025-01-21T16:43:44.694131,440.0,-85.59520616807288,A4
2025-01-21T16:43:44.694139,466.16,-72.62842334775756,A#4
2025-01-21T16:43:44.694146,261.63,-88.04927119133626,C4
2025-01-21T16:43:44.694152,174.0,-76.35931417811437,F3 (174Hz)
2025-01-21T16:43:44.694158,285.0,-89.68040486894532,C#4 (285Hz)
2025-01-21T16:43:44.694164,396.0,-76.00644172819815,G4 (396Hz)
2025-01-21T16:43:44.694169,417.0,-65.06144244969846,G#4 (417Hz)
2025-01-21T16:43:44.694175,432.0,-67.71560404914158,A4 (432Hz)
2025-01-21T16:43:44.694181,528.0,-87.26040108191259,C5 (528Hz)
2025-01-21T16:43:44.694186,639.0,-81.44547886044477,D#5 (639Hz)
2025-01-21T16:43:44.694191,741.0,-79.60371665347515,F#5 (741Hz)
2025-01-21T16:43:44.694197,852.0,-81.18740181980195,G#5 (852Hz)
2025-01-21T16:43:44.694202,963.0,-90.2622839298557,B5 (963Hz)
2025-01-21T16:43:45.082767,196.0,-67.06918534050214,G3
2025-01-21T16:43:45.082822,440.0,-77.66857716835429,A4
2025-01-21T16:43:45.082837,466.16,-76.33868091936495,A#4
2025-01-21T16:43:45.082851,261.63,-70.03000706727715,C4
2025-01-21T16:43:45.082863,174.0,-62.268608767630305,F3 (174Hz)
2025-01-21T16:43:45.082876,285.0,-69.0929383232847,C#4 (285Hz)
2025-01-21T16:43:45.082888,396.0,-78.71500796134826,G4 (396Hz)
2025-01-21T16:43:45.082900,417.0,-76.2853106675637,G#4 (417Hz)
2025-01-21T16:43:45.082912,432.0,-78.01864710749703,A4 (432Hz)
2025-01-21T16:43:45.082923,528.0,-75.47367375917615,C5 (528Hz)
2025-01-21T16:43:45.082934,639.0,-82.38579602794931,D#5 (639Hz)
2025-01-21T16:43:45.082946,741.0,-70.29128808246831,F#5 (741Hz)
2025-01-21T16:43:45.082958,852.0,-77.01736007290253,G#5 (852Hz)
2025-01-21T16:43:45.082970,963.0,-81.16877133680006,B5 (963Hz)
2025-01-21T16:43:45.474864,196.0,-60.298347887555586,G3
2025-01-21T16:43:45.474898,440.0,-72.8768698171386,A4
2025-01-21T16:43:45.474912,466.16,-72.34890217778174,A#4
2025-01-21T16:43:45.474924,261.63,-80.33098262191386,C4
2025-01-21T16:43:45.474935,174.0,-63.95262711461985,F3 (174Hz)
2025-01-21T16:43:45.474946,285.0,-71.76399518401698,C#4 (285Hz)
2025-01-21T16:43:45.474957,396.0,-77.20562885307986,G4 (396Hz)
2025-01-21T16:43:45.474967,417.0,-73.94089232350919,G#4 (417Hz)
2025-01-21T16:43:45.474978,432.0,-72.83354011743454,A4 (432Hz)
2025-01-21T16:43:45.474988,528.0,-70.34651772949738,C5 (528Hz)
2025-01-21T16:43:45.474999,639.0,-84.19484828379609,D#5 (639Hz)
2025-01-21T16:43:45.475010,741.0,-84.69196949577753,F#5 (741Hz)
2025-01-21T16:43:45.475020,852.0,-79.46801637900741,G#5 (852Hz)
2025-01-21T16:43:45.475030,963.0,-88.55289422535009,B5 (963Hz)
2025-01-21T16:43:45.994312,196.0,-64.1245972597607,G3
2025-01-21T16:43:45.994376,440.0,-69.17017533661281,A4
2025-01-21T16:43:45.994412,466.16,-67.6929847421662,A#4
2025-01-21T16:43:45.994446,261.63,-79.38026578254224,C4
2025-01-21T16:43:45.994479,174.0,-69.94354031279761,F3 (174Hz)
2025-01-21T16:43:45.994519,285.0,-77.0992950133519,C#4 (285Hz)
2025-01-21T16:43:45.994550,396.0,-70.15919139455184,G4 (396Hz)
2025-01-21T16:43:45.994583,417.0,-72.99314555118816,G#4 (417Hz)
2025-01-21T16:43:45.994599,432.0,-70.637705863689,A4 (432Hz)
2025-01-21T16:43:45.994613,528.0,-68.18259007385248,C5 (528Hz)
2025-01-21T16:43:45.994631,639.0,-78.76179934124768,D#5 (639Hz)
2025-01-21T16:43:45.994657,741.0,-74.4351239794127,F#5 (741Hz)
2025-01-21T16:43:45.994674,852.0,-86.0711048492316,G#5 (852Hz)
2025-01-21T16:43:45.994688,963.0,-78.89817451361797,B5 (963Hz)
2025-01-21T16:43:46.777250,196.0,-59.90846807350423,G3
2025-01-21T16:43:46.777309,440.0,-72.14663164711673,A4
2025-01-21T16:43:46.777338,466.16,-67.36678829815634,A#4
2025-01-21T16:43:46.777366,261.63,-62.50101790511976,C4
2025-01-21T16:43:46.777391,174.0,-62.67118237833888,F3 (174Hz)
2025-01-21T16:43:46.777415,285.0,-64.8175429718029,C#4 (285Hz)
2025-01-21T16:43:46.777439,396.0,-71.13923865757663,G4 (396Hz)
2025-01-21T16:43:46.777462,417.0,-65.73360374308547,G#4 (417Hz)
2025-01-21T16:43:46.777487,432.0,-70.36732082217986,A4 (432Hz)
2025-01-21T16:43:46.777511,528.0,-76.39280933520472,C5 (528Hz)
2025-01-21T16:43:46.777535,639.0,-73.2574288582098,D#5 (639Hz)
2025-01-21T16:43:46.777558,741.0,-84.81331642737703,F#5 (741Hz)
2025-01-21T16:43:46.777581,852.0,-90.95323055336362,G#5 (852Hz)
2025-01-21T16:43:46.777604,963.0,-82.56738574000042,B5 (963Hz)
2025-01-21T16:43:47.587356,196.0,-44.572463736263245,G3
2025-01-21T16:43:47.587411,440.0,-61.62685734097839,A4
2025-01-21T16:43:47.587437,466.16,-56.75775609678055,A#4
2025-01-21T16:43:47.587464,261.63,-48.47729444034266,C4
2025-01-21T16:43:47.587488,174.0,-50.90526012000433,F3 (174Hz)
2025-01-21T16:43:47.587511,285.0,-51.393742064138266,C#4 (285Hz)
2025-01-21T16:43:47.587533,396.0,-58.203331110345445,G4 (396Hz)
2025-01-21T16:43:47.587556,417.0,-64.17863955981956,G#4 (417Hz)
2025-01-21T16:43:47.587579,432.0,-63.4694357282344,A4 (432Hz)
